Name,50 FR 15,100 FR 15,200 FR 15,500 FR 15,1000 FR 15,1650 FR 15,100 BK 15,200 BK 15,100 BR 15,200 BR 15,100 FL 15,200 FL 15,200 IM 15,400 IM 15,50 FR 16,100 FR 16,200 FR 16,500 FR 16,1000 FR 16,1650 FR 16,100 BK 16,200 BK 16,100 BR 16,200 BR 16,100 FL 16,200 FL 16,200 IM 16,400 IM 16,50 FR 17,100 FR 17,200 FR 17,500 FR 17,1000 FR 17,1650 FR 17,100 BK 17,200 BK 17,100 BR 17,200 BR 17,100 FL 17,200 FL 17,200 IM 17,400 IM 17,50 FR 18,100 FR 18,200 FR 18,500 FR 18,1000 FR 18,1650 FR 18,100 BK 18,200 BK 18,100 BR 18,200 BR 18,100 FL 18,200 FL 18,200 IM 18,400 IM 18,Top 3 Power Points,Top 3 Ratio,Top 3 Improvement,Top 5 Improvement
Aaron Athanas,21.97,47.92,105.38,283.58,588.14,0.0,53.86,114.94,62.7,169.58,56.25,144.9,121.23,257.37,21.8,47.32,104.32,284.67,602.64,0.0,51.65,112.59,61.08,137.62,53.14,0.0,116.91,242.76,21.65,47.2,100.58,281.36,579.33,0.0,50.98,110.43,72.48,135.76,52.34,116.7,115.74,242.84,0.0,53.83,116.6,0.0,0.0,0.0,49.36,107.81,0.0,0.0,0.0,0.0,110.25,0.0,881.3333333333334,99.21236639128423,9.21236639128424,8.979838312988639
Aaron Casey,24.29,50.52,105.78,274.14,563.73,951.57,52.52,109.86,70.14,154.03,56.61,123.23,122.79,242.55,23.3,50.53,102.87,270.72,556.85,0.0,52.32,108.33,72.88,0.0,57.0,118.42,116.86,240.23,22.4,48.82,101.11,266.03,554.92,923.48,50.91,107.86,81.63,170.32,61.31,116.88,114.56,234.32,0.0,49.93,0.0,264.39,0.0,941.64,58.79,105.82,0.0,0.0,0.0,0.0,116.86,230.66,960.6666666666666,97.61338871457589,7.613388714575899,9.21197800323555
Aaron Deardon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.09,119.84,128.34,0.0,718.5,95.18147767544359,5.181477675443582,5.181477675443582
Aaron Ghiglieri,21.28,46.82,104.04,0.0,0.0,0.0,52.91,133.32,62.61,0.0,50.89,126.38,131.52,269.53,21.39,46.33,102.6,0.0,0.0,0.0,53.41,0.0,63.13,0.0,50.12,0.0,149.47,265.05,21.11,46.18,101.33,0.0,0.0,0.0,63.34,0.0,58.73,0.0,49.48,112.72,113.12,0.0,20.95,45.65,104.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.9,119.13,111.15,0.0,906.0,97.87321063394683,7.873210633946831,7.407449810859378
Aaron Glas,25.22,52.85,110.53,297.15,608.28,1042.83,62.64,136.98,0.0,0.0,62.31,133.15,131.73,275.23,23.91,51.41,105.93,283.0,596.55,994.33,71.17,157.63,0.0,0.0,68.03,126.89,124.81,261.01,26.93,49.1,103.31,277.19,579.5,951.79,0.0,0.0,68.82,0.0,58.69,130.69,120.38,255.39,26.96,0.0,104.85,279.12,0.0,943.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,253.9,862.3333333333334,96.57271432267557,6.5727143226755755,6.63580812609341
Aaron Wayne,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.63,47.07,0.0,293.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.51,45.22,107.89,299.15,0.0,0.0,58.89,0.0,0.0,0.0,52.84,130.79,0.0,0.0,20.33,43.92,97.13,291.27,0.0,0.0,56.51,0.0,66.32,0.0,49.47,0.0,124.94,0.0,978.3333333333334,95.81472830624006,5.814728306240058,5.720663091126021
Abrahm DeVine,24.44,60.72,122.02,285.05,0.0,0.0,53.99,114.93,75.6,152.26,61.34,123.79,116.69,247.92,0.0,49.74,119.67,272.65,0.0,949.41,51.92,109.27,62.86,154.91,53.85,113.69,110.3,231.65,21.36,47.44,101.02,266.85,560.39,931.15,52.03,132.01,60.39,162.83,54.38,106.28,107.6,225.46,21.32,55.82,114.61,266.29,0.0,0.0,53.74,121.26,69.87,153.32,49.95,105.75,107.39,227.97,1039.6666666666667,96.00232095930302,6.002320959303028,4.7023904861103825
Adam Bulkley,0.0,58.46,0.0,300.22,0.0,0.0,0.0,126.5,61.88,132.17,54.87,118.46,124.58,266.23,0.0,52.23,0.0,0.0,0.0,0.0,59.56,123.59,61.88,132.14,55.4,118.4,120.24,256.02,0.0,52.1,0.0,293.91,0.0,0.0,59.56,124.82,60.63,129.6,55.0,118.17,118.62,252.79,0.0,0.0,0.0,297.94,0.0,0.0,0.0,125.25,60.47,130.51,53.15,115.2,116.8,247.64,724.0,100.11411723584216,10.114117235842155,9.057364698720804
Adam Flur,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.34,48.06,0.0,0.0,0.0,0.0,0.0,0.0,68.18,0.0,55.59,0.0,0.0,0.0,796.3333333333334,94.32791700877114,4.3279170087711245,4.3279170087711245
Adam Hinshaw,23.45,48.2,99.31,265.11,563.58,938.89,56.23,125.73,61.0,139.24,55.84,121.54,119.35,250.57,22.77,47.62,97.7,262.27,546.7,920.45,52.88,112.78,58.96,135.93,53.37,110.15,113.23,238.25,22.12,46.05,97.72,259.08,545.51,913.09,53.15,113.67,57.59,133.54,52.46,108.34,108.77,233.27,22.41,45.51,101.41,259.19,539.25,889.24,0.0,0.0,59.82,129.71,0.0,108.96,113.33,224.74,958.3333333333334,100.0514019187448,10.051401918744794,10.518829220117363
Adam Jorgensen,21.57,47.37,100.15,272.04,561.3,943.17,57.21,118.43,67.59,143.41,49.96,110.87,119.59,249.2,21.75,47.12,98.56,273.23,563.45,0.0,54.65,120.18,63.09,0.0,49.32,108.36,115.31,241.75,21.99,47.04,100.45,280.27,0.0,983.93,55.15,133.94,77.56,0.0,49.78,108.98,133.6,246.5,25.81,54.1,103.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.94,109.37,119.11,0.0,812.0,102.50092284976004,12.500922849760054,12.658974139304298
Adam Lebovitz,28.53,61.68,110.2,296.74,0.0,0.0,56.13,118.89,0.0,168.4,0.0,124.7,124.23,261.29,28.81,58.27,107.92,291.44,0.0,0.0,53.37,113.98,82.75,141.38,0.0,125.82,118.6,253.96,0.0,59.66,108.28,0.0,0.0,0.0,52.9,112.56,0.0,142.23,64.44,0.0,115.57,251.19,27.32,49.68,102.77,0.0,0.0,0.0,50.83,108.48,82.96,166.64,55.54,0.0,112.94,303.66,830.3333333333334,99.27385003940182,9.273850039401811,8.843803854084369
Adam Osowski,21.75,47.0,101.53,276.97,583.88,0.0,59.46,0.0,68.55,0.0,56.31,127.68,125.85,269.45,21.02,45.32,98.94,273.74,614.79,0.0,57.76,0.0,0.0,0.0,54.82,0.0,124.8,264.29,21.24,45.55,97.53,266.89,0.0,0.0,56.47,0.0,0.0,0.0,60.06,0.0,0.0,0.0,22.35,45.8,99.3,271.4,0.0,0.0,56.61,124.38,0.0,0.0,54.01,122.2,0.0,0.0,844.6666666666666,99.92237924342922,9.922379243429225,10.179653129051461
Adam Oxner,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.78,148.45,0.0,0.0,139.51,0.0,25.42,55.31,0.0,0.0,0.0,0.0,0.0,0.0,60.39,136.07,0.0,0.0,0.0,0.0,0.0,53.49,0.0,0.0,0.0,0.0,0.0,0.0,58.74,135.66,0.0,0.0,123.24,0.0,23.78,51.34,0.0,0.0,0.0,0.0,0.0,0.0,58.11,130.4,0.0,0.0,121.67,0.0,728.0,98.26531396785005,8.265313967850034,8.110255450656236
Adam Whitener,21.1,45.74,99.29,293.37,0.0,0.0,52.98,112.81,67.4,145.78,57.9,137.53,114.13,243.22,21.35,45.32,99.11,0.0,0.0,0.0,52.19,111.67,0.0,0.0,0.0,0.0,112.54,298.47,24.49,44.65,98.31,0.0,0.0,0.0,51.37,111.91,0.0,0.0,50.06,0.0,119.11,0.0,21.21,45.43,99.6,0.0,0.0,0.0,52.62,0.0,0.0,0.0,48.5,0.0,137.59,0.0,846.0,99.55590113806414,9.55590113806413,10.465420411578815
Adam Zimmer,0.0,53.01,106.67,0.0,0.0,0.0,52.4,112.17,57.18,124.53,66.52,0.0,116.39,248.66,22.03,0.0,104.58,0.0,0.0,0.0,52.22,111.73,55.87,121.31,62.8,119.32,111.08,242.32,21.79,48.28,104.26,0.0,0.0,0.0,53.03,112.54,55.79,122.97,51.91,118.26,111.45,246.36,21.79,0.0,0.0,0.0,0.0,0.0,51.44,109.85,55.35,118.63,62.11,117.83,110.98,239.78,918.5,99.0791580876555,9.079158087655511,8.56313428586537
Adlai Pappy,23.89,52.8,109.91,302.45,0.0,1063.64,57.38,127.39,68.93,153.58,52.92,120.45,124.42,266.85,22.67,49.94,112.47,288.15,0.0,0.0,56.76,126.26,68.81,0.0,51.44,115.75,123.78,316.64,22.57,49.78,107.04,287.51,0.0,0.0,67.05,128.55,0.0,0.0,50.71,113.02,118.96,0.0,22.71,57.67,120.02,0.0,0.0,0.0,0.0,150.79,0.0,0.0,50.42,113.44,136.33,302.15,761.6666666666666,104.0845383818102,14.084538381810187,12.225284702940243
Aidan Brook,24.35,50.24,107.07,282.65,591.45,1035.14,60.45,127.14,75.12,0.0,54.9,120.34,126.72,265.76,24.95,50.63,106.87,285.88,599.6,1001.29,0.0,134.09,73.73,152.18,55.91,117.11,126.93,263.79,24.39,50.69,105.73,283.69,597.56,1019.62,62.11,133.59,72.4,155.42,55.03,118.54,123.87,261.98,28.09,60.0,107.25,284.64,604.09,991.18,75.53,162.97,0.0,0.0,61.61,131.06,153.18,316.85,676.3333333333334,100.59855622015273,10.598556220152723,12.743521195120646
Aidan Pastel,21.79,47.28,103.82,308.36,0.0,1109.35,62.68,0.0,82.1,132.27,56.3,133.17,118.52,257.69,20.7,45.26,99.09,275.35,0.0,0.0,0.0,0.0,59.86,126.77,55.42,121.82,115.67,289.98,20.7,45.33,100.1,274.73,0.0,986.23,56.64,0.0,60.56,130.01,52.52,114.9,112.89,253.47,20.4,45.21,99.86,0.0,0.0,0.0,57.25,0.0,58.48,136.24,51.54,0.0,114.14,242.78,844.5,99.75923551376347,9.759235513763478,15.267777996253644
Albert Gwo,20.73,45.46,107.89,0.0,0.0,0.0,58.69,133.03,68.31,0.0,49.72,155.87,127.41,332.99,20.11,44.8,104.06,0.0,0.0,0.0,58.15,0.0,66.06,0.0,50.5,0.0,119.06,0.0,19.9,44.24,102.48,0.0,0.0,0.0,51.27,121.16,64.67,0.0,48.49,0.0,119.34,0.0,20.07,44.05,125.22,0.0,0.0,0.0,51.97,0.0,64.58,0.0,48.49,0.0,0.0,0.0,953.0,97.16708111843953,7.1670811184395244,9.974171316890164
Albert Miao,23.53,52.61,0.0,306.15,0.0,0.0,55.39,121.45,66.04,142.85,57.25,0.0,125.82,0.0,22.65,49.44,110.96,298.83,668.49,0.0,52.45,113.98,65.14,140.61,53.58,0.0,117.03,254.16,22.7,49.15,108.43,0.0,0.0,0.0,50.16,109.82,64.1,140.6,54.33,128.26,113.34,244.18,22.6,48.05,108.31,0.0,0.0,0.0,50.53,111.17,59.65,138.67,50.81,114.69,111.94,251.05,870.0,98.03327122794036,8.033271227940373,8.789226976016261
Albert Roth,28.84,56.53,122.83,328.43,0.0,1153.88,58.57,127.62,65.06,138.77,60.92,130.01,125.05,267.98,0.0,52.88,116.37,314.82,0.0,1092.04,55.99,119.35,63.55,134.57,55.26,121.25,120.13,253.64,23.42,50.5,110.53,298.77,0.0,0.0,53.01,118.27,61.79,129.49,51.46,114.01,116.59,244.98,23.29,49.52,110.35,0.0,0.0,0.0,52.68,116.49,61.42,128.03,51.49,114.96,114.87,248.19,787.3333333333334,104.67743469708604,14.67743469708603,11.359742175087819
Albert Subirats,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.6,115.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.73,0.0,0.0,0.0,21.28,45.96,102.22,285.92,0.0,0.0,53.37,121.86,0.0,0.0,51.06,122.0,125.49,0.0,20.95,44.38,0.0,0.0,0.0,0.0,50.29,0.0,0.0,0.0,47.83,0.0,0.0,0.0,1056.0,92.35901737555467,2.3590173755546795,5.803950468825503
Albert Zhi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.24,45.68,99.59,285.45,0.0,0.0,55.72,0.0,57.23,0.0,50.55,0.0,112.83,0.0,21.05,45.19,97.79,0.0,0.0,0.0,51.33,123.93,55.32,132.6,53.03,121.98,110.03,0.0,20.95,44.82,97.93,0.0,0.0,0.0,51.93,0.0,56.54,131.57,0.0,0.0,111.7,0.0,859.6666666666666,100.14876917524494,10.148769175244938,10.055798211197201
Alec Hsing,23.24,50.69,110.77,299.11,0.0,0.0,59.83,128.74,56.92,122.41,54.82,120.1,114.56,243.82,26.11,50.31,129.76,295.02,0.0,0.0,67.33,123.24,55.3,120.98,51.36,117.94,113.54,249.78,26.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.13,119.64,50.91,0.0,113.24,0.0,0.0,0.0,103.88,0.0,0.0,0.0,0.0,0.0,55.27,121.76,0.0,0.0,0.0,242.8,830.0,100.82610599014987,10.826105990149866,10.928948968157481
Alex Albracht,27.39,53.56,115.17,301.12,631.03,0.0,62.66,0.0,61.05,134.71,58.71,0.0,121.43,265.28,24.13,51.23,110.85,0.0,0.0,0.0,58.6,0.0,58.94,126.37,56.04,0.0,116.2,250.64,23.13,48.72,103.38,289.31,0.0,0.0,55.64,143.8,57.28,123.43,52.91,0.0,113.65,242.25,0.0,48.12,103.74,287.13,0.0,0.0,0.0,126.96,56.04,120.86,52.67,117.49,110.97,238.93,952.6666666666666,95.73368243370597,5.733682433705966,5.733682433705966
Alex Benz,24.75,0.0,129.09,353.47,0.0,0.0,64.79,0.0,67.83,147.48,60.16,0.0,134.94,292.76,25.23,0.0,127.97,0.0,0.0,0.0,64.75,0.0,67.66,148.05,60.1,162.29,136.86,295.13,24.18,54.54,124.1,0.0,0.0,0.0,0.0,0.0,63.94,142.29,57.2,0.0,138.13,301.86,24.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.61,134.56,54.98,0.0,122.06,0.0,670.5,97.39353543012999,7.39353543012998,7.825834581648434
Alex Coville,22.1,48.85,114.34,0.0,0.0,1166.85,57.7,133.62,73.94,155.02,54.77,127.8,123.95,281.36,21.06,46.06,128.88,0.0,0.0,0.0,58.09,0.0,0.0,0.0,63.09,154.23,147.62,0.0,0.0,54.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.58,43.72,118.3,0.0,0.0,0.0,56.31,0.0,0.0,0.0,48.67,0.0,0.0,0.0,972.6666666666666,96.88535411998994,6.885354119989942,6.885354119989942
Alex Cushing,23.15,51.62,0.0,0.0,0.0,0.0,58.47,131.78,67.6,0.0,56.79,0.0,151.54,280.39,22.32,49.09,111.84,0.0,0.0,0.0,56.42,0.0,65.71,0.0,54.43,0.0,124.89,0.0,21.78,47.53,107.74,0.0,0.0,0.0,52.98,121.32,61.99,141.72,52.65,0.0,119.21,262.0,20.92,45.93,127.53,0.0,0.0,0.0,52.07,0.0,59.57,0.0,50.6,0.0,0.0,0.0,885.0,95.77146025938595,5.771460259385941,6.316747890324269
Alex Dehner,23.2,49.24,108.15,293.04,0.0,0.0,55.19,119.21,70.5,150.21,58.89,0.0,0.0,0.0,22.67,50.01,104.6,290.12,0.0,0.0,52.91,111.93,0.0,0.0,64.08,0.0,0.0,0.0,22.53,48.34,101.69,279.72,0.0,0.0,52.27,110.91,67.45,0.0,58.09,0.0,121.82,258.03,22.95,46.56,100.06,278.86,0.0,0.0,50.58,107.79,65.76,0.0,54.48,0.0,112.95,236.6,847.0,99.82781068629056,9.827810686290565,9.673536193892671
Alex Evdokimov,23.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.47,0.0,59.05,0.0,132.41,0.0,23.0,49.52,110.74,0.0,0.0,0.0,0.0,0.0,57.47,134.13,54.69,0.0,117.29,0.0,22.23,48.45,126.55,0.0,0.0,0.0,0.0,0.0,54.02,118.69,51.82,0.0,112.57,312.23,21.81,46.94,0.0,0.0,0.0,0.0,0.0,0.0,53.12,120.25,52.06,0.0,111.87,0.0,1037.5,95.60541115510995,5.6054111551099535,5.904616637059736
Alex Evenson,0.0,0.0,116.54,304.29,0.0,1067.15,61.76,130.13,67.69,146.11,64.31,138.5,127.15,268.82,0.0,51.92,113.63,292.01,0.0,0.0,59.7,125.74,66.27,143.38,0.0,0.0,120.18,260.56,0.0,0.0,0.0,0.0,0.0,0.0,57.08,118.91,60.93,137.15,0.0,0.0,117.54,252.56,0.0,58.37,0.0,0.0,0.0,0.0,58.34,142.81,59.85,136.64,0.0,0.0,114.42,250.81,763.0,98.03617051301605,8.036170513016051,8.036170513016051
Alex Gianino,22.87,49.3,107.45,288.09,590.06,0.0,58.14,122.36,61.97,132.36,57.52,127.69,118.58,250.7,22.43,47.69,101.98,274.4,563.61,947.27,57.0,117.57,59.09,124.76,54.66,117.89,113.28,239.83,22.48,50.02,101.21,269.45,564.45,936.26,53.2,113.99,58.86,124.54,53.3,0.0,112.44,232.35,0.0,54.51,0.0,272.56,0.0,0.0,0.0,0.0,70.97,121.29,0.0,0.0,109.51,230.08,975.3333333333334,96.10626358716209,6.106263587162103,6.106263587162103
Alex Goss,23.58,51.13,110.09,295.14,0.0,0.0,65.33,138.78,59.31,128.5,59.67,134.84,120.87,261.82,23.06,49.9,111.49,297.84,0.0,0.0,0.0,0.0,57.31,124.23,55.76,123.88,115.87,249.1,22.19,48.84,109.56,0.0,0.0,0.0,69.1,0.0,56.59,123.45,61.51,0.0,115.66,247.06,25.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.81,142.73,0.0,0.0,116.26,242.2,813.0,100.04703175379677,10.047031753796771,13.069032606824079
Alex Kalish,22.93,49.84,106.64,283.78,595.54,993.41,0.0,0.0,70.66,175.83,56.16,122.34,124.78,267.46,22.97,48.81,105.78,280.64,588.92,978.67,62.73,126.76,79.38,151.92,54.48,118.87,120.56,253.93,22.31,47.69,103.06,279.82,0.0,989.12,0.0,123.78,77.36,144.54,52.52,115.71,122.75,255.99,26.12,55.62,119.59,277.48,573.13,0.0,0.0,145.57,0.0,0.0,61.41,135.63,140.82,0.0,767.5,98.8374493898343,8.837449389834312,7.987652484924908
Alex Kimpel,23.13,49.72,0.0,292.09,0.0,0.0,56.19,0.0,58.63,127.08,51.92,129.16,117.94,0.0,22.86,49.94,0.0,0.0,0.0,0.0,0.0,0.0,57.55,125.01,53.27,0.0,115.31,0.0,22.62,49.22,105.68,0.0,0.0,0.0,69.1,0.0,57.05,122.08,51.49,0.0,110.37,293.17,22.34,48.98,126.03,0.0,0.0,0.0,0.0,0.0,55.97,120.74,49.73,0.0,132.1,0.0,942.3333333333334,96.30743711929073,6.307437119290728,7.285876451975589
Alex Lendrum,22.31,48.36,103.64,277.72,571.61,971.41,52.43,110.57,0.0,134.35,53.39,113.19,115.84,240.02,0.0,0.0,100.68,268.95,0.0,0.0,58.83,108.71,0.0,134.86,0.0,111.43,117.79,236.83,21.53,45.48,100.79,267.67,563.48,0.0,49.06,106.83,63.44,135.46,0.0,107.76,109.41,232.31,0.0,0.0,118.78,0.0,0.0,0.0,47.92,102.99,0.0,0.0,0.0,107.38,108.37,230.42,987.6666666666666,98.24188407621915,8.24188407621914,7.765716975124784
Alex Mango,22.5,48.7,106.21,295.81,0.0,1027.71,54.87,122.67,79.84,149.78,53.5,119.72,125.79,269.23,21.68,47.16,102.66,282.83,606.53,0.0,52.67,118.43,0.0,0.0,52.61,119.25,121.6,297.04,21.89,46.58,101.72,0.0,0.0,0.0,52.81,116.72,0.0,0.0,49.79,111.56,115.01,288.8,25.5,53.92,99.04,269.26,0.0,0.0,63.68,141.46,0.0,0.0,56.57,109.35,0.0,303.52,845.3333333333334,99.42528272186904,9.42528272186904,9.33353107405872
Alex Ngan,23.41,49.8,120.23,0.0,0.0,0.0,53.78,119.46,68.36,0.0,54.11,121.38,121.53,257.44,21.56,46.72,108.66,0.0,631.21,0.0,51.9,117.38,0.0,141.09,50.79,117.5,119.75,253.29,20.79,45.67,102.87,293.75,598.61,0.0,51.55,114.31,0.0,141.44,50.41,112.03,119.17,249.11,20.57,45.51,109.58,0.0,0.0,0.0,0.0,120.93,0.0,0.0,49.31,118.7,0.0,0.0,915.0,96.20237328449446,6.202373284494451,10.092218547076682
Alex Ratajczyk,21.85,47.84,107.88,0.0,0.0,0.0,58.25,127.31,0.0,0.0,57.27,0.0,0.0,0.0,20.99,46.24,104.17,0.0,0.0,0.0,54.47,119.29,0.0,0.0,53.81,0.0,0.0,0.0,20.93,45.85,102.78,303.08,0.0,0.0,52.35,114.96,0.0,0.0,52.42,0.0,0.0,0.0,20.8,45.74,101.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,826.0,98.6430359087052,8.643035908705208,14.149577220549588
Alex Righi,23.17,50.42,0.0,306.44,0.0,0.0,54.79,117.5,0.0,0.0,56.33,0.0,124.62,303.05,22.64,49.63,0.0,0.0,0.0,0.0,54.15,115.02,0.0,0.0,57.37,0.0,128.83,307.82,21.47,46.46,124.47,0.0,0.0,0.0,49.1,110.96,0.0,0.0,60.09,0.0,0.0,0.0,20.09,44.24,100.55,0.0,0.0,0.0,47.63,109.41,0.0,0.0,49.61,0.0,133.34,0.0,1016.0,95.06975768770377,5.069757687703776,6.211610747132397
Alex Smilenov,22.04,48.73,105.37,291.39,631.02,0.0,53.29,120.95,69.76,148.22,54.27,123.9,122.08,262.67,21.21,45.71,99.61,277.76,608.89,0.0,52.37,114.73,0.0,145.58,52.77,120.63,118.9,275.5,20.73,44.96,98.9,302.7,0.0,0.0,50.96,122.46,64.71,148.76,49.66,123.38,116.37,264.86,20.81,44.82,97.99,273.94,0.0,0.0,63.42,144.61,0.0,173.89,57.98,150.26,147.04,316.58,893.3333333333334,97.69566851465864,7.6956685146586405,7.499123350652057
Alex Snarski,23.85,52.36,130.68,0.0,0.0,0.0,52.8,116.29,0.0,0.0,53.55,121.35,133.16,266.12,24.29,50.73,107.59,0.0,0.0,0.0,51.98,117.57,0.0,0.0,50.89,117.18,118.58,0.0,23.59,47.38,104.97,0.0,0.0,0.0,49.7,110.41,0.0,0.0,49.57,114.79,136.34,290.19,21.79,54.76,0.0,0.0,0.0,0.0,49.63,109.63,0.0,0.0,0.0,0.0,133.68,0.0,919.6666666666666,96.64316931917284,6.643169319172843,6.469291299215005
Alex Verdegem,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.04,46.72,105.83,0.0,0.0,0.0,52.61,122.89,0.0,0.0,59.16,0.0,125.73,0.0,20.84,46.27,0.0,0.0,0.0,0.0,52.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,735.3333333333334,101.22261175220524,11.222611752205227,11.222611752205227
Alexander Goerzen,24.54,53.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.21,0.0,137.17,0.0,22.64,45.81,107.05,309.01,0.0,1086.65,54.34,117.42,81.64,157.55,55.58,139.46,131.76,282.44,22.87,49.06,109.53,312.19,0.0,0.0,53.84,116.25,70.22,150.48,55.22,0.0,128.48,272.78,23.43,57.75,104.73,0.0,0.0,0.0,51.51,111.55,70.25,0.0,52.86,0.0,145.31,320.24,916.6666666666666,94.69688451484159,4.696884514841594,4.783430340230198
Alexander Hoff,22.41,48.58,109.94,285.45,640.46,1057.44,53.28,115.81,67.57,139.28,55.08,119.03,116.78,246.18,25.22,47.95,104.38,291.05,0.0,0.0,52.16,115.63,74.71,142.56,61.33,121.64,115.17,252.52,22.43,48.28,102.62,286.35,0.0,0.0,49.79,109.41,58.67,130.85,52.59,119.2,110.45,239.93,0.0,57.0,127.54,0.0,0.0,0.0,49.17,106.36,0.0,167.89,52.82,118.41,109.92,237.46,870.6666666666666,100.31196815636693,10.311968156366952,10.708792928527634
Alexander Kluge,23.53,50.21,111.65,293.29,0.0,1017.87,52.69,116.86,61.79,141.62,59.0,129.67,114.5,257.56,23.49,49.8,117.23,297.6,0.0,1004.32,51.94,118.12,61.88,142.59,61.78,128.53,113.49,290.98,23.9,50.29,111.9,298.82,0.0,0.0,51.84,120.13,62.81,0.0,0.0,128.23,114.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.92,0.0,0.0,0.0,0.0,111.31,237.19,500.6666666666667,132.74040738441917,42.74040738441917,40.96444905683289
Alexander Lebed,0.0,50.37,104.99,0.0,0.0,0.0,51.4,112.47,61.5,129.94,54.71,117.69,110.24,238.97,24.44,46.69,100.83,0.0,0.0,0.0,50.42,109.88,69.0,128.21,52.28,116.66,108.83,235.7,0.0,53.91,99.57,0.0,0.0,0.0,49.97,106.66,58.42,124.41,58.28,128.21,107.93,232.0,0.0,0.0,101.34,0.0,0.0,0.0,50.44,106.75,60.85,121.98,50.1,107.81,107.05,227.36,973.6666666666666,98.0423856320828,8.04238563208278,8.05091625553401
Alexander Pascal,22.61,48.87,105.77,285.45,611.57,0.0,55.34,120.35,66.88,147.51,52.26,118.25,117.51,253.59,22.1,48.35,105.12,288.43,583.05,1008.06,54.75,116.62,67.52,145.77,54.6,126.06,118.47,262.66,21.9,47.51,103.38,284.33,613.19,0.0,51.34,116.16,79.27,170.34,68.29,0.0,125.8,328.14,24.88,48.44,105.25,0.0,0.0,0.0,50.61,111.65,0.0,176.17,59.21,0.0,113.11,0.0,849.0,97.92705172444762,7.9270517244476295,14.827329269750813
Alexander Treil,25.59,55.01,121.58,333.13,0.0,0.0,65.59,168.79,96.12,0.0,64.5,177.49,171.02,0.0,24.71,51.57,115.28,313.25,674.66,0.0,62.91,139.59,79.82,173.77,64.8,0.0,136.99,341.54,23.25,50.16,112.64,0.0,0.0,0.0,61.03,135.15,75.49,161.93,56.66,136.54,130.31,287.89,22.13,55.64,129.02,0.0,0.0,0.0,59.97,131.36,73.75,0.0,58.37,133.48,131.35,275.87,785.0,90.57376278303593,0.5737627830359404,-0.5153784320861465
Almog Olshtein,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.39,51.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.6,0.0,0.0,0.0,23.39,51.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.71,50.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,895.0,86.30402818868644,-3.695971811313548,-3.695971811313548
