Name,50 FR 15,100 FR 15,200 FR 15,500 FR 15,1000 FR 15,1650 FR 15,100 BK 15,200 BK 15,100 BR 15,200 BR 15,100 FL 15,200 FL 15,200 IM 15,400 IM 15,50 FR 16,100 FR 16,200 FR 16,500 FR 16,1000 FR 16,1650 FR 16,100 BK 16,200 BK 16,100 BR 16,200 BR 16,100 FL 16,200 FL 16,200 IM 16,400 IM 16,50 FR 17,100 FR 17,200 FR 17,500 FR 17,1000 FR 17,1650 FR 17,100 BK 17,200 BK 17,100 BR 17,200 BR 17,100 FL 17,200 FL 17,200 IM 17,400 IM 17,50 FR 18,100 FR 18,200 FR 18,500 FR 18,1000 FR 18,1650 FR 18,100 BK 18,200 BK 18,100 BR 18,200 BR 18,100 FL 18,200 FL 18,200 IM 18,400 IM 18,Top 3 Power Points,Top 3 Ratio,Top 3 Improvement,Top 5 Improvement
Sovijja Pou,24.5,52.34,112.22,301.86,0.0,1062.21,69.56,147.21,81.96,174.57,70.01,146.51,131.41,279.22,27.17,51.33,108.93,292.44,612.0,1013.43,68.74,148.48,78.52,170.83,57.19,126.5,130.76,267.41,26.61,49.43,105.76,286.4,600.63,997.65,0.0,138.17,76.72,143.72,54.16,118.96,120.87,258.57,22.67,55.03,121.06,0.0,0.0,0.0,0.0,142.47,0.0,0.0,59.62,133.27,136.28,252.02,679.0,99.07472067039107,9.07472067039107,7.048050314008032
Spencer DeShon,23.03,48.63,107.87,275.1,598.68,987.26,60.98,0.0,62.76,137.52,60.04,0.0,115.16,259.51,21.8,47.8,100.36,268.09,565.09,959.05,57.21,124.97,63.26,138.48,52.69,125.9,116.94,0.0,20.37,45.0,100.32,272.93,562.98,971.86,56.68,124.61,60.49,0.0,54.29,123.98,124.09,0.0,20.29,44.98,97.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,909.5,97.98014215864845,7.980142158648444,7.475126638446823
Spencer DiDio,23.37,49.12,105.65,307.43,0.0,0.0,0.0,0.0,80.25,146.88,52.53,119.58,123.25,308.37,23.23,51.69,105.51,282.91,704.88,0.0,0.0,127.87,0.0,147.52,51.79,119.2,114.73,265.57,23.1,49.52,102.01,288.97,614.9,0.0,55.53,0.0,0.0,0.0,50.46,124.17,112.77,251.8,25.65,46.86,100.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.92,112.42,110.39,237.32,880.0,98.5694739584509,8.569473958450892,8.307075234509412
Spencer Farrar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.62,0.0,133.68,0.0,22.27,49.46,107.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.73,0.0,0.0,0.0,21.86,47.48,105.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.16,0.0,0.0,0.0,796.6666666666666,96.04536370211031,6.045363702110302,6.159200585971064
Spencer Holbrook,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.95,111.66,292.2,0.0,0.0,56.81,121.51,67.45,141.71,58.09,0.0,124.63,262.48,0.0,58.48,107.16,281.27,0.0,996.11,56.73,118.83,66.95,0.0,56.02,0.0,120.54,254.6,22.81,49.65,105.33,284.21,585.13,991.03,55.7,117.6,64.57,0.0,55.66,0.0,119.42,252.06,787.3333333333334,96.98500698586955,6.985006985869546,11.640654582504114
Spencer Kendall,23.5,48.53,102.25,281.1,603.9,998.5,61.21,136.85,0.0,0.0,59.97,0.0,133.64,0.0,22.31,47.76,99.95,276.28,626.8,0.0,61.65,127.69,0.0,0.0,58.16,0.0,133.02,0.0,22.26,47.2,98.79,274.72,0.0,0.0,65.91,0.0,0.0,148.06,0.0,0.0,0.0,0.0,25.61,47.37,99.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,773.0,99.93446627245585,9.934466272455854,9.784349954717454
Spencer Lafata,23.74,51.06,103.42,270.76,551.34,924.14,60.65,121.1,0.0,0.0,58.03,138.31,0.0,250.86,0.0,54.29,101.66,270.32,553.86,926.92,53.81,115.01,0.0,0.0,0.0,135.77,0.0,299.98,0.0,48.71,100.52,267.03,576.55,921.94,61.35,116.32,0.0,0.0,0.0,0.0,0.0,255.13,23.29,50.19,100.69,269.62,559.23,934.92,53.65,114.8,0.0,0.0,56.75,114.33,122.59,291.5,859.6666666666666,100.26232258395677,10.262322583956784,9.521210035989062
Spenser Goodman,27.57,51.8,105.84,284.69,615.44,0.0,0.0,132.22,61.67,149.27,0.0,131.37,120.43,269.58,22.9,47.49,102.26,274.1,0.0,0.0,63.35,150.85,60.14,138.38,57.19,0.0,115.64,311.45,22.4,46.54,99.29,271.29,599.07,0.0,0.0,128.72,60.18,135.11,57.47,0.0,116.83,0.0,21.89,45.72,98.56,267.73,565.48,0.0,0.0,0.0,60.41,0.0,0.0,117.01,114.87,0.0,832.0,99.9360359384086,9.936035938408597,9.39682975763108
Sree Akkineni,23.66,51.21,117.53,0.0,0.0,0.0,60.1,134.13,61.68,136.68,54.44,123.23,119.7,262.77,23.47,50.63,111.99,0.0,0.0,0.0,57.46,124.17,60.58,133.45,53.74,118.09,119.0,252.57,23.19,49.5,108.14,296.21,0.0,0.0,56.15,117.91,61.18,134.08,55.63,116.04,117.58,247.69,0.0,54.26,104.46,0.0,0.0,0.0,63.12,113.99,77.64,164.11,61.32,115.81,117.97,246.86,553.3333333333334,107.29009953668529,17.2900995366853,15.540970732299833
Stefan Knight,21.47,47.32,108.83,291.86,609.45,1025.45,56.81,125.05,0.0,151.51,54.83,141.49,125.3,284.82,21.04,46.11,105.81,303.35,0.0,0.0,56.94,129.43,0.0,0.0,54.62,127.28,127.28,271.22,21.21,46.24,100.33,289.49,0.0,0.0,56.2,0.0,76.71,0.0,53.62,126.1,120.45,263.74,21.03,46.38,106.2,0.0,0.0,0.0,55.46,0.0,62.19,0.0,50.22,0.0,120.25,0.0,857.3333333333334,97.23488443113881,7.234884431138818,6.76116094579824
Stefan Kranenburg,23.2,50.56,112.47,0.0,0.0,0.0,60.7,131.24,0.0,0.0,73.44,0.0,137.05,0.0,21.92,48.54,106.89,0.0,0.0,0.0,57.18,131.53,0.0,0.0,57.16,0.0,134.36,0.0,21.39,46.94,105.0,313.59,0.0,0.0,61.07,133.94,72.24,0.0,53.84,0.0,134.79,0.0,20.88,46.0,103.88,0.0,0.0,0.0,69.72,0.0,0.0,0.0,53.28,0.0,0.0,0.0,813.3333333333334,97.91531330770673,7.915313307706736,13.87004353933861
Stephen Holmquist,0.0,58.38,124.05,287.53,583.96,984.61,66.7,142.5,0.0,162.86,0.0,0.0,139.4,280.68,0.0,49.99,104.14,273.55,568.17,949.28,69.0,117.23,62.47,132.78,56.46,119.27,117.91,237.11,0.0,51.89,102.66,269.8,553.81,924.09,56.54,112.47,59.63,126.28,59.01,118.73,114.11,234.03,22.73,48.66,105.04,269.31,550.61,925.81,54.08,115.73,66.67,125.93,55.11,119.47,112.69,233.28,895.6666666666666,99.3029324824953,9.302932482495304,9.219899059454354
Stephen Lichtner,21.92,46.46,103.75,298.97,600.08,1022.95,60.21,129.01,62.16,138.39,54.68,126.89,120.56,274.46,21.22,45.65,102.57,292.15,590.29,0.0,59.28,120.48,61.75,139.9,53.87,121.75,118.62,254.6,20.49,44.4,100.12,0.0,598.96,988.99,69.0,121.84,71.9,173.27,49.65,116.99,115.22,0.0,21.25,45.55,102.67,0.0,0.0,0.0,62.87,144.31,0.0,0.0,50.87,117.35,118.6,306.01,816.0,101.24308491255232,11.243084912552302,10.394858841755589
Stephen Marcin,22.58,48.96,102.77,279.03,0.0,0.0,68.77,144.31,0.0,173.64,56.29,117.78,126.75,0.0,22.76,46.19,101.48,269.0,0.0,0.0,56.3,0.0,0.0,0.0,0.0,134.77,0.0,0.0,22.34,47.21,98.16,264.3,0.0,0.0,56.2,0.0,0.0,0.0,56.06,116.69,115.56,294.22,22.56,47.61,98.17,262.43,576.87,964.01,0.0,0.0,0.0,0.0,61.77,134.71,138.46,299.24,795.0,101.66039140907763,11.660391409077622,10.772528751463874
Stephen Raynes,24.29,51.98,115.59,0.0,0.0,1025.94,54.38,118.52,60.72,132.75,54.78,118.58,119.38,247.86,23.85,51.44,110.83,286.14,583.39,0.0,55.61,114.22,59.95,130.49,55.19,118.48,116.05,245.04,0.0,50.13,109.28,281.16,572.34,975.61,54.57,113.38,60.16,129.87,52.88,117.8,114.33,242.7,0.0,0.0,105.82,287.39,566.37,953.32,0.0,135.62,59.67,127.59,53.06,119.57,112.17,237.66,867.0,97.90956900500923,7.90956900500924,8.356398916545555
Stephen Shull,22.38,48.84,104.21,283.26,0.0,998.07,66.96,158.64,84.46,0.0,62.06,142.52,128.21,310.84,22.01,47.51,102.38,279.36,583.38,1001.74,56.51,125.97,69.33,0.0,53.24,121.04,125.06,275.73,21.68,47.22,102.14,277.05,599.26,1023.52,55.3,124.17,71.42,0.0,52.84,119.81,126.62,0.0,21.38,46.68,100.74,276.18,0.0,0.0,55.18,120.96,0.0,0.0,52.04,113.68,122.24,0.0,753.0,100.58019733135508,10.580197331355091,9.981639417156336
Steven Brus,22.7,48.17,102.15,275.89,576.38,958.45,54.51,116.41,67.77,143.8,55.98,116.55,119.57,251.57,22.46,47.92,101.63,274.0,562.24,938.66,54.24,116.79,66.19,137.17,54.21,117.39,117.11,248.42,22.5,47.85,101.67,275.22,574.0,945.44,54.63,116.68,64.38,142.11,52.98,113.99,116.92,247.14,26.81,49.64,100.34,270.16,0.0,929.67,65.61,138.93,82.23,145.8,62.37,112.73,123.02,248.46,852.0,99.38192589163661,9.381925891636621,7.922878142125672
Steven Cebertowicz,26.37,57.88,133.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.87,47.35,105.89,301.15,0.0,0.0,58.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.1,46.42,105.46,0.0,0.0,0.0,61.4,0.0,72.64,0.0,52.91,0.0,139.76,0.0,20.54,44.9,100.12,0.0,0.0,0.0,52.75,0.0,59.82,0.0,52.76,144.17,116.02,0.0,936.6666666666666,95.30942964714559,5.309429647145588,8.178299521082238
Steven Ewoldt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.42,45.35,108.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.42,0.0,0.0,0.0,20.42,45.1,99.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,797.0,119.09892262487756,29.098922624877563,29.098922624877563
Steven Gasparini,22.45,47.57,104.55,0.0,0.0,0.0,52.12,0.0,59.76,0.0,51.86,115.38,112.34,248.06,22.53,46.71,102.46,0.0,0.0,0.0,51.97,0.0,66.17,139.0,50.01,111.98,115.04,296.48,0.0,46.31,103.28,0.0,0.0,0.0,50.41,117.84,59.86,125.72,50.01,111.01,112.19,250.93,0.0,0.0,0.0,0.0,0.0,0.0,58.58,0.0,56.46,0.0,56.39,110.92,109.03,0.0,915.5,97.1453652643026,7.145365264302597,8.036806798391897
Steven Kekacs,23.62,50.63,105.01,275.83,563.28,943.74,55.76,117.1,84.16,147.31,55.13,114.49,123.1,245.02,22.91,48.86,103.61,271.09,553.21,926.54,54.25,114.28,67.82,142.89,53.33,113.67,119.49,245.53,22.6,48.64,102.35,268.55,551.68,931.3,53.4,111.69,67.43,140.23,51.97,110.68,117.21,240.35,22.32,48.55,101.01,268.05,547.73,924.26,53.14,109.85,67.77,141.16,51.55,109.73,114.81,237.84,877.0,99.80141228139165,9.801412281391643,10.669473145262218
Steven Kwartler,26.47,54.35,116.74,312.09,0.0,0.0,58.78,149.31,60.96,158.69,61.93,0.0,123.79,275.77,23.2,49.88,115.76,0.0,0.0,0.0,58.56,0.0,60.79,136.55,62.26,0.0,125.13,273.64,21.53,48.78,112.72,0.0,0.0,0.0,57.17,0.0,59.32,134.95,57.59,0.0,121.44,0.0,21.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,820.0,94.67416302131117,4.674163021311183,4.503982249583223
Steven Shek,22.36,48.18,103.92,280.69,587.19,956.69,57.83,126.99,57.68,127.62,54.37,121.24,114.16,245.89,21.73,46.78,101.51,277.25,567.25,955.42,55.37,121.93,56.52,124.48,52.67,113.8,113.87,244.93,21.35,46.54,101.0,275.79,564.77,1026.15,61.02,124.28,55.62,123.11,0.0,110.56,110.27,239.9,21.4,46.1,106.1,274.23,0.0,0.0,0.0,0.0,55.38,120.97,51.88,111.05,111.06,238.45,945.3333333333334,96.63278271790851,6.63278271790851,7.2858682294567565
Steven Stumph,23.95,51.97,107.72,287.62,0.0,0.0,57.75,124.46,58.16,120.73,53.33,117.82,113.51,241.02,0.0,49.22,104.53,281.98,611.81,0.0,56.55,117.2,56.73,118.95,51.7,114.44,110.93,237.96,0.0,49.98,0.0,288.62,0.0,0.0,55.36,121.48,61.97,141.21,50.93,112.32,109.46,239.11,22.52,49.23,108.39,297.15,607.61,0.0,56.52,120.18,54.06,115.88,49.31,108.88,106.79,230.06,992.0,97.78107079478168,7.781070794781678,12.217587284609479
Sven Campbell,21.4,45.92,101.65,294.52,0.0,0.0,51.25,109.47,0.0,0.0,54.68,0.0,120.24,0.0,20.88,45.24,99.75,0.0,619.85,0.0,49.73,107.01,66.2,146.56,58.26,0.0,110.42,264.81,20.23,44.22,100.19,309.13,661.66,0.0,48.16,104.11,0.0,0.0,54.11,0.0,109.95,250.65,20.33,44.27,97.26,283.43,0.0,0.0,47.65,103.88,0.0,0.0,53.38,0.0,109.35,0.0,952.6666666666666,99.14787965378244,9.147879653782445,8.851813157779752
T.J. Auner,23.9,50.51,114.12,304.05,633.42,0.0,52.74,116.99,65.18,145.2,52.6,119.15,121.02,266.23,23.19,49.38,110.19,0.0,0.0,0.0,50.74,111.63,86.52,0.0,50.77,118.24,115.24,260.52,0.0,58.79,134.79,0.0,0.0,0.0,50.15,109.71,79.37,0.0,50.92,139.85,116.4,312.93,20.94,49.01,0.0,0.0,0.0,0.0,48.63,107.36,0.0,0.0,48.74,0.0,117.88,0.0,852.3333333333334,101.30684668004983,11.306846680049846,10.968196137066991
Tabahn Afrik,20.71,45.36,102.8,0.0,0.0,0.0,53.89,0.0,61.95,0.0,55.47,0.0,123.01,0.0,20.55,43.9,97.8,296.81,0.0,0.0,52.74,120.67,61.05,138.13,52.22,127.59,116.04,257.99,20.26,43.88,97.0,291.31,0.0,0.0,52.47,118.6,62.41,136.61,52.93,124.12,115.36,257.24,20.12,43.6,99.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,926.0,98.59369956997509,8.593699569975083,15.410874067609008
Talbot Jacobs,23.14,48.54,103.53,274.53,579.48,1048.83,53.55,115.2,69.57,152.94,54.12,128.32,121.52,265.74,22.57,47.29,101.21,273.94,589.35,0.0,52.01,111.47,0.0,150.16,52.76,118.81,119.6,256.36,22.74,48.99,99.95,268.81,577.57,0.0,51.52,110.05,66.73,141.1,50.62,115.01,115.61,249.59,26.17,54.87,99.34,267.04,0.0,983.3,51.02,109.59,0.0,0.0,51.22,144.02,139.05,311.03,811.3333333333334,100.78238181885897,10.782381818858973,13.87902466519574
Tanner Trowbridge,23.43,50.57,110.27,300.53,651.2,1091.27,58.04,126.28,0.0,0.0,55.33,121.78,133.1,270.19,23.5,49.59,106.64,296.45,0.0,0.0,58.38,123.33,66.27,172.14,54.81,117.97,119.85,255.89,23.05,49.58,106.39,300.96,0.0,0.0,58.77,122.03,66.8,143.57,52.9,115.94,119.84,258.1,23.04,49.78,126.93,0.0,0.0,0.0,66.58,143.09,0.0,0.0,52.12,112.99,120.85,298.69,696.0,101.77542980358697,11.77542980358697,11.467331484545296
Tate Callahan,22.41,49.4,110.96,309.63,0.0,0.0,57.97,128.36,0.0,0.0,58.02,0.0,0.0,0.0,21.45,47.19,103.58,294.3,0.0,0.0,54.6,125.69,0.0,0.0,54.05,0.0,0.0,0.0,20.89,46.09,98.62,279.21,0.0,982.83,51.07,114.74,0.0,0.0,51.03,122.54,0.0,0.0,20.76,45.39,99.22,265.24,586.37,0.0,49.12,110.45,0.0,0.0,49.98,143.03,114.5,0.0,877.0,99.23308522059716,9.233085220597156,9.684783712423553
Tate Ramsden,23.26,49.62,104.94,290.49,618.96,0.0,68.77,124.78,65.23,148.54,55.16,120.65,122.15,257.29,23.09,49.12,102.58,281.87,0.0,0.0,54.61,119.29,66.84,0.0,52.95,118.84,116.98,0.0,21.97,46.9,101.68,292.02,0.0,0.0,65.67,125.21,0.0,0.0,51.57,113.94,120.82,301.58,21.95,47.89,103.04,295.28,0.0,0.0,54.4,0.0,58.52,0.0,51.54,113.63,119.97,0.0,733.6666666666666,100.6340555257417,10.634055525741694,9.891417018193392
Tayler Dubrasky,23.46,50.13,105.88,276.42,572.47,949.25,63.61,0.0,68.51,156.42,55.79,122.19,128.16,269.4,27.01,51.17,103.69,272.51,576.56,938.77,59.81,0.0,67.83,184.96,56.59,126.7,126.1,308.68,23.36,50.33,102.66,269.65,0.0,0.0,75.41,0.0,68.23,166.13,56.65,116.76,128.16,300.13,22.06,46.71,101.02,267.04,0.0,951.87,56.92,0.0,65.09,0.0,55.23,120.89,139.23,0.0,766.0,102.01058209438933,12.010582094389354,12.767211166925556
Taylor Delk,23.23,49.57,106.19,279.01,574.18,960.91,52.37,112.53,0.0,0.0,55.53,0.0,117.7,246.01,22.6,47.66,104.61,273.69,571.23,938.81,50.7,107.48,63.78,0.0,53.88,0.0,112.72,240.52,22.05,47.37,102.31,268.85,573.74,928.54,49.27,106.4,74.6,0.0,52.77,137.07,110.59,239.34,21.39,46.18,101.66,263.44,559.27,908.73,49.26,106.12,0.0,0.0,0.0,117.08,110.25,233.06,940.6666666666666,98.51024219388603,8.510242193886036,10.343058371115458
Taylor Grey,23.7,50.79,110.67,297.62,609.58,1038.79,57.77,119.84,61.02,128.95,0.0,0.0,0.0,0.0,23.44,49.37,106.97,286.76,0.0,994.69,55.0,116.65,59.22,124.78,0.0,0.0,0.0,0.0,22.23,48.86,103.48,288.34,571.17,990.24,54.54,114.07,56.67,121.78,0.0,0.0,0.0,0.0,22.03,48.32,102.69,284.57,575.31,0.0,52.66,111.93,56.44,121.89,0.0,0.0,112.43,0.0,961.3333333333334,94.48577912628355,4.485779126283539,4.485779126283539
Taylor Gutsche,0.0,0.0,112.89,297.39,604.42,1012.62,56.35,124.5,0.0,0.0,0.0,0.0,0.0,266.91,25.26,60.2,114.48,287.85,587.87,983.41,60.08,123.31,0.0,0.0,61.77,0.0,129.7,271.06,24.63,52.94,107.66,280.29,575.09,959.58,59.2,123.17,0.0,151.88,68.14,132.01,125.43,256.99,28.43,60.39,108.51,287.02,585.0,979.71,0.0,148.44,0.0,0.0,66.52,148.01,143.62,259.11,794.6666666666666,98.43399165279845,8.433991652798449,12.349949944120414
Taylor Seidel,24.82,53.4,121.7,0.0,0.0,0.0,57.29,121.52,70.37,0.0,55.32,157.88,122.24,272.54,24.66,53.06,0.0,0.0,0.0,0.0,53.78,113.78,67.1,172.76,52.93,117.82,116.96,273.81,23.59,53.96,115.07,0.0,0.0,0.0,53.13,114.71,63.57,170.04,53.54,120.02,116.92,255.19,27.23,60.61,136.2,0.0,0.0,0.0,52.43,112.65,77.37,167.78,54.13,114.34,118.77,242.65,760.0,104.74516216196561,14.745162161965602,13.192623244520387
Taylor Uselis,24.05,49.13,102.31,274.91,0.0,0.0,58.01,121.47,78.29,152.19,57.64,143.0,124.51,254.9,22.96,48.48,100.87,267.99,559.25,932.01,56.44,114.12,66.01,144.61,56.61,0.0,119.58,246.22,22.3,48.02,99.99,267.92,561.85,959.43,63.79,116.73,64.71,0.0,54.35,124.35,134.74,296.87,25.1,47.09,99.63,262.62,542.89,909.86,0.0,115.06,0.0,0.0,0.0,0.0,114.42,240.62,928.0,99.18445186481752,9.184451864817524,9.447783126194276
Ted Minturn,23.89,50.25,106.73,280.75,603.11,0.0,56.13,116.1,67.98,145.08,65.35,123.56,116.67,253.56,23.11,48.85,102.34,274.69,566.46,996.47,53.28,113.16,0.0,0.0,64.38,119.21,116.63,251.84,0.0,49.91,100.98,0.0,0.0,0.0,52.12,0.0,0.0,0.0,0.0,0.0,120.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,746.0,100.97476652068673,10.974766520686732,7.339102937071651
Ted Schubert,22.32,47.68,104.13,290.53,578.93,0.0,51.22,112.57,67.16,136.4,51.17,117.94,117.62,248.61,21.45,46.34,100.75,276.01,554.69,940.08,49.19,106.58,65.04,131.99,49.27,106.65,109.63,233.52,21.31,45.82,101.32,285.84,548.81,962.02,48.69,105.3,71.88,139.4,48.04,104.97,109.84,232.36,21.2,47.2,99.04,261.51,537.82,924.44,47.89,107.82,58.76,128.02,47.57,104.49,107.25,227.04,966.0,99.21181932763861,9.211819327638604,10.185748851050258
Ted Singley,26.96,50.45,106.02,276.23,577.57,954.44,55.13,117.0,86.78,152.35,52.78,114.54,122.45,250.52,23.52,48.65,104.17,270.23,558.25,927.4,52.24,110.51,85.2,0.0,50.45,110.35,117.98,244.83,21.42,46.82,100.99,266.38,561.96,925.51,51.42,109.53,89.39,0.0,50.52,108.53,135.67,0.0,21.5,46.54,98.38,262.25,547.5,912.41,53.59,115.72,66.95,0.0,50.76,107.34,120.09,0.0,924.3333333333334,98.9698364380578,8.969836438057788,9.210826534023665
Ted Steinkamp,21.84,48.56,108.37,312.38,0.0,0.0,59.06,127.0,0.0,0.0,54.43,123.77,0.0,0.0,21.36,47.18,106.1,313.78,0.0,0.0,58.44,0.0,0.0,0.0,53.9,131.76,0.0,0.0,21.07,46.35,105.0,0.0,0.0,0.0,54.4,145.9,0.0,0.0,50.83,122.58,129.4,0.0,20.89,46.14,106.63,0.0,0.0,0.0,55.33,0.0,0.0,0.0,50.41,0.0,0.0,0.0,786.6666666666666,99.9846994335063,9.984699433506298,9.984699433506298
Teo D&#39;Alessandro,21.25,46.56,102.71,282.63,0.0,0.0,54.92,120.65,59.32,138.1,51.97,119.92,115.27,257.1,21.33,46.19,99.34,271.91,0.0,1006.97,56.39,127.79,57.52,123.49,51.66,124.95,110.38,235.36,20.67,45.09,98.62,0.0,0.0,0.0,52.68,123.57,55.95,126.05,50.09,118.11,107.2,233.94,21.26,45.26,96.67,277.66,0.0,0.0,0.0,0.0,54.45,119.93,48.63,0.0,105.47,247.88,955.3333333333334,98.76911578469536,8.769115784695357,8.358703983943421
Thanas Kountroubis,26.91,56.47,102.82,276.46,0.0,0.0,0.0,0.0,64.32,155.3,0.0,0.0,126.28,316.44,22.82,49.43,101.57,276.45,0.0,0.0,0.0,0.0,62.97,0.0,0.0,0.0,120.57,297.56,23.18,48.76,103.87,0.0,0.0,0.0,0.0,0.0,55.16,0.0,67.3,0.0,110.96,298.29,21.52,56.06,0.0,0.0,0.0,0.0,0.0,0.0,55.46,122.73,68.33,0.0,135.66,0.0,808.6666666666666,101.7492306653718,11.74923066537181,17.346638692212235
Theo Andrews,21.62,46.8,102.59,0.0,0.0,0.0,57.25,124.44,0.0,0.0,54.98,126.43,130.6,0.0,21.17,46.21,101.38,0.0,0.0,0.0,55.59,120.62,0.0,0.0,53.56,0.0,153.63,0.0,21.08,45.76,99.4,0.0,0.0,0.0,55.53,125.0,0.0,0.0,54.27,0.0,127.71,0.0,21.16,45.93,98.39,0.0,0.0,0.0,63.79,143.39,0.0,0.0,62.23,0.0,0.0,0.0,863.6666666666666,97.56333584852302,7.563335848523029,7.584376419626025
Thomas Dillinger,21.49,46.95,103.13,278.75,576.28,971.02,56.01,140.48,63.54,157.3,54.27,121.46,117.09,247.07,21.01,45.52,101.12,272.42,567.97,958.7,0.0,115.13,57.01,130.69,52.7,117.43,109.78,234.86,20.54,45.44,99.94,275.88,0.0,964.24,51.03,108.92,56.92,121.43,56.73,116.74,108.65,233.77,20.23,44.16,98.19,0.0,0.0,0.0,49.76,105.34,55.26,121.27,49.61,0.0,107.22,232.98,932.0,99.25575718907928,9.255757189079274,8.084398609841735
Thomas Fellowes,22.94,49.09,111.83,323.82,0.0,0.0,58.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.14,45.88,106.32,0.0,0.0,0.0,56.94,0.0,0.0,0.0,53.46,0.0,0.0,0.0,21.54,46.83,139.64,0.0,0.0,0.0,58.51,0.0,0.0,0.0,55.64,0.0,0.0,0.0,26.31,0.0,140.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.61,0.0,0.0,0.0,797.0,99.41103400834227,9.411034008342272,10.077634410377165
Thomas Mercurio,23.87,51.9,116.48,0.0,0.0,0.0,0.0,0.0,60.18,130.35,58.81,0.0,122.69,270.81,24.18,49.4,107.54,308.63,0.0,0.0,59.34,0.0,57.75,124.86,57.14,149.32,117.5,268.09,0.0,49.94,107.35,0.0,652.96,1092.43,60.66,0.0,57.24,123.32,53.02,0.0,116.48,276.34,27.42,59.18,0.0,0.0,0.0,0.0,0.0,0.0,56.69,121.01,63.59,0.0,114.89,0.0,690.0,105.72195777824287,15.721957778242881,20.27871610956077
Thomas Norman,23.2,50.49,107.92,291.27,0.0,1035.61,54.36,115.3,62.88,138.39,55.63,124.24,118.3,253.94,25.58,50.8,107.9,291.01,0.0,1035.37,52.14,114.51,76.42,141.38,51.82,117.16,115.81,243.95,23.13,50.76,107.46,293.39,0.0,1015.2,51.58,110.04,64.84,138.4,58.4,115.01,113.98,242.45,22.62,49.43,105.17,297.54,609.36,1020.18,50.71,109.5,60.22,133.69,51.48,116.8,112.6,241.09,832.0,99.20761589139288,9.207615891392875,9.032710142345723
Thomas Veale,22.41,48.09,101.64,271.07,555.58,932.15,68.32,129.48,68.17,145.64,51.18,114.78,118.11,251.39,22.31,48.16,99.49,267.59,558.71,922.41,56.98,0.0,65.18,0.0,52.3,114.29,119.42,290.37,22.61,54.29,99.45,265.53,0.0,926.77,55.17,120.76,0.0,0.0,52.59,119.75,122.26,251.18,25.88,49.32,101.69,269.61,0.0,941.98,0.0,0.0,0.0,0.0,60.12,0.0,139.79,295.87,893.0,98.97338325936495,8.973383259364944,8.787604060913853
Tigar Cyr,23.94,50.11,106.77,0.0,0.0,0.0,59.94,129.2,84.72,0.0,57.43,135.02,127.12,269.25,27.76,58.75,106.36,296.26,0.0,0.0,70.5,153.89,0.0,0.0,57.18,128.23,151.45,309.06,23.29,50.09,106.08,295.19,0.0,0.0,55.7,122.16,82.19,0.0,64.26,0.0,122.7,0.0,23.73,50.11,106.02,297.61,0.0,1019.68,55.63,150.89,0.0,0.0,64.36,0.0,125.5,272.04,711.0,97.56649688737974,7.566496887379741,6.439905330372838
Tim Maurer,0.0,57.44,105.71,0.0,0.0,0.0,52.79,114.65,62.65,137.83,53.47,122.22,115.9,254.76,0.0,48.79,106.82,0.0,0.0,0.0,50.81,111.04,71.52,0.0,53.09,115.56,114.06,248.09,0.0,47.82,102.76,0.0,604.06,0.0,49.51,108.01,60.8,0.0,50.38,112.56,111.15,239.97,0.0,47.35,99.77,0.0,0.0,0.0,48.78,108.68,59.63,0.0,50.92,114.37,110.8,244.01,897.6666666666666,98.77658282265766,8.776582822657655,8.874458766787768
